protein_id	genome_id	tax_class	tier	subtier	evidence_score	n_tools	recommend_family	dbcan_hmm_family	dbcan_sub_family	diamond_family	seq_length	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score	adjudicated_tier
jgi-Bissp1-665498-estExt_fgenesh1_pm.C_1030017	Bissp1	Leotiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH18_e272	GH18(47-403)	GH18_e272(49-405)	GH18	440	A0A9Q8QJL0	71.9	3.478e-165	0.456	0.8168	0.6822	high_confidence_cazyme
jgi-Bissp1-68469-CE68468_10359	Bissp1	Leotiomycetes	high_confidence_cazyme	1B_two_tools_agree	0.3917036277407571	2	AA7_e0	AA7(25-204)	AA7_e0(29-202)	-	523	I1S2K2	41.4	7.277e-56	0.1819	0.9179	0.5704	high_confidence_cazyme
jgi-Chabre1-211239-MIX22407_2_8	Chabre1	Mucoromycotina	gray_zone	2B_gray_low	0.487	1	-	-	-	CBM91+GH43_14	633	A0A6G8G0N0	43.6	2.994e-18	0.0809	0.8338	0.4989	gray_zone_structure_supports_non_cazyme
jgi-Chabre1-157037-fgenesh1_kg.9_#_54_#_TRINITY_DN4510_c0_g1_i1	Chabre1	Mucoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH17_e67	GH17(26-276)	GH17_e67(36-277)	GH17	291	A0A077WIV6	70.3	1.0870000000000001e-102	0.2916	0.8885	0.6179	high_confidence_cazyme
jgi-MomiAD069_1-11420-BG005_011554-T1	MomiAD069_1	Mortierellomycotina	gray_zone	2B_gray_low	0.27	1	-	-	-	GH67	1736	K8ELT8	44.4	3.1750000000000003e-87	0.275	0.8513	0.6003	gray_zone_ambiguous_structure
jgi-MomiAD069_1-8454-BG005_008553-T1	MomiAD069_1	Mortierellomycotina	gray_zone	2A_gray_high	0.626	1	-	-	-	GH16_18	419	A0A2G5UV03	73.0	1.329e-134	0.3777	0.7995	0.6387	gray_zone_structure_supports_cazyme
jgi-Rhimi59_2-1880298-fgenesh1_kg.2_#_2270_#_TRINITY_DN8135_c0_g2_i3	Rhimi59_2	Mucoromycotina	gray_zone	2B_gray_low	0.484	1	-	-	-	AA3_2	960	A0A5B8VPI6	51.5	2.925e-07	0.0505	0.7029	0.451	gray_zone_structure_supports_non_cazyme
jgi-Rhimi59_2-2001281-MIX10986_1883_10	Rhimi59_2	Mucoromycotina	high_confidence_cazyme	1A_all_tools_agree	0.9951456310679612	3	GT77_e13	GT77(118-319)	GT77_e13(119-320)	GT77	1369	A0A077WTT7	58.2	2.4880000000000003e-65	0.2158	0.6638	0.5239	high_confidence_cazyme
jgi-Rhimi59_2-1804001-e_gw1.8.1505.1	Rhimi59_2	Mucoromycotina	high_confidence_cazyme	1A_all_tools_agree	0.998	3	GH18_e348	GH18(40-328)	GH18_e348(41-300)	GH18	464	G8YN92	60.6	2.137e-87	0.2602	0.8404	0.5902	high_confidence_cazyme
jgi-Rhimi59_2-1984687-estExt_fgenesh1_pg.C_4_t20195	Rhimi59_2	Mucoromycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	334	A0A6M7YWG1	81.0	9.219000000000001e-20	0.0818	0.7725	0.484	high_confidence_non_cazyme
jgi-Cucbe1-299141-estExt_Genewise1.C_1_t110162	Cucbe1	Dothideomycetes	gray_zone	2A_gray_high	0.529	1	-	-	-	CBM43+GH72	1095	-	0.0		0.0	0.6283	0.4071	gray_zone_structure_supports_non_cazyme
jgi-Tralac1-648693-e_gw1.10.944.1	Tralac1	Agaricomycetes	gray_zone	2B_gray_low	0.351	1	-	-	-	AA1_3	836	A0A7S8HF61	32.3	2.924e-06	0.047	0.8828	0.4942	gray_zone_structure_supports_non_cazyme
jgi-Lacth1-1103-transcript:CAR22138	Lacth1	Saccharomycotina	gray_zone	2B_gray_low	0.377	1	-	-	-	GH136	671	A0A2U9BQT5	60.7	3.197e-182	0.5091	0.8932	0.7279	gray_zone_structure_supports_cazyme
jgi-Fusnyg1-451215-fgenesh1_kg.4_#_2787_#_TRINITY_DN4356_c0_g1_i6	Fusnyg1	Sordariomycetes	gray_zone	2A_gray_high	0.6729999999999999	1	-	-	-	GT22	1489	-	0.0		0.0	0.4935	0.3734	gray_zone_structure_supports_non_cazyme
jgi-Fusnyg1-467735-fgenesh1_kg.9_#_1549_#_TRINITY_DN255_c2_g7_i2	Fusnyg1	Sordariomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH31_1	GH31_1(260-840)	GH31_e7(260-842)	GH31_1	959	W9JJR7	63.0	0.0	0.8895	0.705	0.871	high_confidence_cazyme
jgi-MoelGBA34_1-2070-BGZ88_002088-T1	MoelGBA34_1	Mortierellomycotina	gray_zone	2B_gray_low	0.476	1	-	-	-	AA3	1367	-	0.0		0.0	0.4053	0.3513	gray_zone_structure_supports_non_cazyme
jgi-MoelGBA34_1-10255-BGZ88_010323-T1	MoelGBA34_1	Mortierellomycotina	high_confidence_cazyme	1A_all_tools_agree	0.996742671009772	3	GH5_9	GH5_9(218-550)	GH5_e217(219-549)	GH5_9	588	A0A0F7SWX9	58.6	1.8620000000000002e-116	0.3394	0.8369	0.6289	high_confidence_cazyme
jgi-Isori2-244561-e_gw1.2.418.1	Isori2	Saccharomycotina	gray_zone	2B_gray_low	0.371	1	-	-	-	GH13_25+GH133	852	Q5BGH8	53.7	3.8869999999999997e-113	0.3394	0.809	0.622	gray_zone_structure_supports_cazyme
jgi-Isori2-303092-fgenesh1_kg.1_#_1133_#_TRINITY_DN2265_c0_g2_i1	Isori2	Saccharomycotina	gray_zone	2B_gray_low	0.496	1	-	-	-	GT1	502	A0A2V1AHX1	54.7	3.4540000000000005e-108	0.3151	0.8922	0.6306	gray_zone_structure_supports_cazyme
jgi-Isori2-245786-e_gw1.2.637.1	Isori2	Saccharomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	331	A0A2G4YPB4	56.7	1.183e-06	0.0461	0.7816	0.4685	high_confidence_non_cazyme
jgi-Isori2-302746-fgenesh1_kg.1_#_787_#_TRINITY_DN2358_c2_g2_i1	Isori2	Saccharomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	432	A0A6B9FE44	88.0	2.432e-05	0.0435	0.8012	0.472	high_confidence_non_cazyme
jgi-Kircor1-367891-fgenesh1_kg.1_#_746_#_TRINITY_DN6183_c0_g1_i2	Kircor1	Mucoromycotina	gray_zone	2A_gray_high	0.619	1	-	-	-	GH20	457	A0A160SXU2	58.8	6.35e-98	0.2872	0.8512	0.6064	gray_zone_structure_supports_cazyme
jgi-Pucst_PST78_1-3822-PSTG_03097T1	Pucst_PST78_1	Pucciniomycotina	gray_zone	2B_gray_low	0.359	1	-	-	-	GT2	1013	A0A7R9BUJ4	50.9	9.113e-172	0.4961	0.8618	0.7135	gray_zone_structure_supports_cazyme
jgi-Pucst_PST78_1-11-PSTG_00011T0	Pucst_PST78_1	Pucciniomycotina	gray_zone	2A_gray_high	0.762	1	-	-	-	GT57	382	B2UQ77	53.6	0.0001412	0.0409	0.7886	0.4676	gray_zone_structure_supports_non_cazyme
jgi-Pucst_PST78_1-19908-PSTG_11023T0	Pucst_PST78_1	Pucciniomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH16_1	GH16_1(147-373)	GH16_e237(148-371)	GH16_1	393	A0A0S1MJE0	72.3	5.465000000000001e-143	0.3977	0.8101	0.6514	high_confidence_cazyme
jgi-Pucst_PST78_1-660-PSTG_11644T0	Pucst_PST78_1	Pucciniomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT2	GT2(66-216)	GT2(67-280)	GT2	354	A0A0C4EZH8	64.4	9.927e-101	0.2898	0.8808	0.6151	high_confidence_cazyme
jgi-Rhobu1-453144-e_gw1.24.250.1	Rhobu1	Agaricomycetes	gray_zone	2A_gray_high	0.784	1	-	-	-	GH0	365	A0A4P6RQC4	32.3	1.09e-06	0.047	0.8596	0.4884	gray_zone_structure_supports_non_cazyme
jgi-Schama1-31851-CE26241_1279	Schama1	Saccharomycotina	gray_zone	2B_gray_low	0.466	1	-	-	-	GH79	565	A0A5C5XYF1	56.7	4.632e-144	0.4082	0.8991	0.6789	gray_zone_structure_supports_cazyme
jgi-Schama1-122462-fgenesh1_kg.6_#_428_#_TRINITY_DN3068_c0_g1_i1	Schama1	Saccharomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT71_e6	GT71(326-627)	GT71_e6(327-627)	GT71	874	Q59VL7	55.3	7.944999999999999e-73	0.2341	0.716	0.5461	high_confidence_cazyme
jgi-Geocar1-756114-MIX13545_2_11	Geocar1	Pezizomycetes	gray_zone	2B_gray_low	0.496	1	-	-	-	CE16	623	A0A9Q8SLQ4	62.1	8.816e-197	0.544	0.8491	0.7343	gray_zone_structure_supports_cazyme
jgi-Geocar1-618672-e_gw1.24.312.1	Geocar1	Pezizomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	AA11_e8	AA11(30-225)	AA11_e8(31-223)	AA11	235	Q1K8R8	75.9	7.057000000000001e-98	0.2768	0.7871	0.5852	high_confidence_cazyme
jgi-Geocar1-379993-CE379992_424	Geocar1	Pezizomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	AA9_e13	AA9(6-228)	AA9_e13(8-227)	AA9	244	G8A546	68.9	9.956e-91	0.2594	0.7633	0.5705	high_confidence_cazyme
jgi-Ustgig1-166380-fgenesh1_kg.1_#_723_#_TRINITY_DN1019_c5_g1_i1	Ustgig1	Ustilaginomycotina	gray_zone	2B_gray_low	0.471	1	-	-	-	GH128	1068	A0A0A8EHY2	41.5	5.977999999999999e-41	0.1471	0.7456	0.5099	gray_zone_structure_supports_non_cazyme
jgi-Ustgig1-53084-CE53083_14885	Ustgig1	Ustilaginomycotina	gray_zone	2A_gray_high	0.57	1	-	-	-	CBM48+GH13	569	UJR30406.1	75.5	1.324e-206	0.5666	0.7945	0.7319	gray_zone_structure_supports_cazyme
jgi-Ustgig1-119766-e_gw1.4.1378.1	Ustgig1	Ustilaginomycotina	high_confidence_cazyme	1A_all_tools_agree	0.794	3	GH128_e21	GH128(1-166)	GH128_e21(1-167)	GH128	189	I2G251	64.0	4.63e-53	0.1619	0.8359	0.5399	high_confidence_cazyme
jgi-Ustgig1-173903-fgenesh1_kg.10_#_140_#_TRINITY_DN660_c0_g1_i1	Ustgig1	Ustilaginomycotina	high_confidence_cazyme	1A_all_tools_agree	0.9725490196078432	3	GH92_e35	GH92(384-949)	GH92_e35(385-948)	GH92	981	A0A7X9TDS4	56.7	1.734e-34	0.1279	0.4433	0.4248	high_confidence_cazyme
jgi-Ustgig1-188944-estExt_fgenesh1_pg.C_4_t10409	Ustgig1	Ustilaginomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH16_2	GH16_2(202-557)	GH16_e269(203-558)	GH16_2	608	WFD31205.1	71.2	3.0020000000000004e-184	0.5117	0.7828	0.7016	high_confidence_cazyme
jgi-Ustgig1-173024-fgenesh1_kg.8_#_310_#_TRINITY_DN3044_c1_g1_i1	Ustgig1	Ustilaginomycotina	high_confidence_cazyme	1A_all_tools_agree	0.948051948051948	3	GH42_e1	GH42(1-371)	GH42_e1(1-373)	GH42	706	Q6BA77	57.6	3.3169999999999995e-187	0.5231	0.8914	0.7344	high_confidence_cazyme
jgi-Ustgig1-169870-fgenesh1_kg.4_#_145_#_TRINITY_DN3140_c0_g1_i1	Ustgig1	Ustilaginomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	1149	-	0.0		0.0	0.4966	0.3741	high_confidence_non_cazyme
jgi-Pickud1-5015-rna-gnl-UCD_Pkud573-mrna.C5L36_0E04640	Pickud1	Saccharomycotina	gray_zone	2A_gray_high	0.562	1	-	-	-	GH27	340	BDV43055.1	36.5	2.6329999999999997e-22	0.0888	0.8817	0.5148	gray_zone_structure_supports_non_cazyme
jgi-Pickud1-2182-rna-gnl-UCD_Pkud573-mrna.C5L36_0B08240	Pickud1	Saccharomycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH81_e0	GH81(86-764)	GH81_e0(97-765)	GH81	772	-	0.0		0.0	0.392	0.348	high_confidence_cazyme
jgi-CgaCA1873_1-5457-transcript:KIR58735	CgaCA1873_1	Tremellomycetes	gray_zone	2B_gray_low	0.416	1	-	-	-	GH106	489	A0A2U7NXK2	51.7	8.455e-08	0.0505	0.8822	0.4958	gray_zone_structure_supports_non_cazyme
jgi-CgaCA1873_1-3675-transcript:KIR60456	CgaCA1873_1	Tremellomycetes	gray_zone	2A_gray_high	0.627	1	-	-	-	AA11	364	-	0.0		0.0	0.7319	0.433	gray_zone_structure_supports_non_cazyme
jgi-CgaCA1873_1-2260-transcript:KIR67087	CgaCA1873_1	Tremellomycetes	gray_zone	2A_gray_high	0.529	1	-	-	-	GH79	453	A0A0K2F936	46.3	3.168e-33	0.1201	0.8719	0.528	gray_zone_ambiguous_structure
jgi-CgaCA1873_1-604-transcript:KIR69505	CgaCA1873_1	Tremellomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH31_2	GH31_2(261-743)	GH31_e26(262-744)	GH31_2	876	-	0.0		0.0	0.4094	0.3524	high_confidence_cazyme
jgi-CgaCA1873_1-774-transcript:KIR68371	CgaCA1873_1	Tremellomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT39_e12	GT39(55-296)	GT39_e12(56-297)	GT39	768	A0A8S0NVD6	72.6	5.74e-275	0.7476	0.8723	0.8419	high_confidence_cazyme
jgi-Metfru2-1213-MFRU_02545-R0	Metfru2	Saccharomycotina	gray_zone	2A_gray_high	0.5660000000000001	1	-	-	-	GH47	717	QYO64092.1	46.3	3.3769999999999997e-44	0.154	0.8532	0.5403	gray_zone_ambiguous_structure
jgi-Metfru2-3342-MFRU_04167-R0	Metfru2	Saccharomycotina	gray_zone	2A_gray_high	0.944	1	-	-	-	GH0	411	A0A4R2T2J8	76.3	3.343e-07	0.0487	0.6784	0.444	gray_zone_structure_supports_non_cazyme
jgi-Metfru2-6479-MFRU_05544-R0	Metfru2	Saccharomycotina	gray_zone	2A_gray_high	0.642	1	-	-	-	GT1	334	R9WA37	48.2	9.547e-09	0.0522	0.84	0.4861	gray_zone_structure_supports_non_cazyme
jgi-Exova1-274142-fgenesh1_kg.5_#_140_#_Locus653v1rpkm229.19	Exova1	Ustilaginomycotina	gray_zone	2A_gray_high	0.579	1	-	-	-	AA1	381	A5B050	69.3	1.9970000000000002e-129	0.3629	0.8361	0.6405	gray_zone_structure_supports_cazyme
jgi-Exova1-315705-estExt_Genemark1.C_90037	Exova1	Ustilaginomycotina	gray_zone	2B_gray_low	0.3540856031128405	1	-	-	GH127_e8(1-174)	-	175	WCD91621.1	46.2	3.767e-20	0.0792	0.742	0.4751	gray_zone_structure_supports_non_cazyme
jgi-Exova1-311792-estExt_Genemark1.C_2_t10086	Exova1	Ustilaginomycotina	gray_zone	2A_gray_high	0.622	1	-	-	-	AA11	376	A0A0A7NNM6	64.0	7.843e-05	0.0418	0.741	0.4561	gray_zone_structure_supports_non_cazyme
jgi-Exova1-248793-estExt_Genewise1.C_1_t10499	Exova1	Ustilaginomycotina	gray_zone	2A_gray_high	0.735	1	-	-	-	AA5_1	596	A0A899GD97	67.6	1.746e-172	0.4813	0.8939	0.7141	gray_zone_structure_supports_cazyme
jgi-Exova1-240539-e_gw1.4.373.1	Exova1	Ustilaginomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	602	A0A3P6D3E5	59.7	8.44e-127	0.3664	0.8832	0.654	high_confidence_non_cazyme
jgi-Exova1-74156-CE74155_1027	Exova1	Ustilaginomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	103	-	0.0		0.0	0.5852	0.3963	high_confidence_non_cazyme
jgi-Exova1-303538-gm1.6853_g	Exova1	Ustilaginomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	513	F0W0H6	32.1	7.837e-14	0.0679	0.8763	0.503	high_confidence_non_cazyme
jgi-Exova1-317633-estExt_Genemark1.C_270005	Exova1	Ustilaginomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	467	A0A7I7RXS4	45.7	2.907e-48	0.1601	0.824	0.5361	high_confidence_non_cazyme
jgi-Exova1-256932-estExt_Genewise1.C_9_t10401	Exova1	Ustilaginomycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	342	Q6QXI9	58.4	0.0004773	0.0392	0.8051	0.4709	high_confidence_non_cazyme
jgi-Kalpfe1-773839-estExt_fgenesh1_pm.C_10142	Kalpfe1	Pezizomycetes	gray_zone	2A_gray_high	0.512	1	-	-	-	GT20	714	WDS61131.1	35.8	4.099e-09	0.0548	0.8456	0.4888	gray_zone_structure_supports_non_cazyme
jgi-Kalpfe1-716753-fgenesh1_kg.7_#_502_#_Locus922v1rpkm140.38	Kalpfe1	Pezizomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH81_e0	GH81(27-711)	GH81_e0(37-712)	GH81	731	G1XRN9	62.9	4.712e-229	0.6301	0.8563	0.7791	high_confidence_cazyme
jgi-Kalpfe1-773345-fgenesh1_pm.81_#_31	Kalpfe1	Pezizomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH16_18	GH16_18(72-225)	GH16_e274(73-226)	GH16_18	413	G8YUN4	71.7	4.759e-113	0.3238	0.7203	0.5919	high_confidence_cazyme
jgi-Pyrdom1-290346-estExt_Genewise1Plus.C_7_t20049	Pyrdom1	Pezizomycetes	gray_zone	2B_gray_low	0.427	1	-	-	-	GH5_12	1255	P46970	41.7	9.455999999999999e-51	0.1749	0.6774	0.5068	gray_zone_structure_supports_non_cazyme
jgi-Pyrdom1-370278-estExt_fgenesh1_pm.C_20199	Pyrdom1	Pezizomycetes	gray_zone	2A_gray_high	0.6	1	-	-	-	GT0	415	A0A1R4AAV5	54.2	8.986e-48	0.1575	0.788	0.5258	gray_zone_ambiguous_structure
jgi-Pyrdom1-314685-fgenesh1_kg.1_#_3230_#_TRINITY_DN4024_c0_g1_i1	Pyrdom1	Pezizomycetes	gray_zone	2B_gray_low	0.429	1	-	-	-	CBM1+GH5_5	683	Q0J932	58.0	5.34e-88	0.2698	0.8079	0.5869	gray_zone_ambiguous_structure
jgi-Pyrdom1-299645-estExt_Genewise1Plus.C_440006	Pyrdom1	Pezizomycetes	gray_zone	2A_gray_high	0.5670000000000001	1	-	-	-	AA9	585	A0A8H8P5D7	55.2	1.201e-104	0.309	0.848	0.6165	gray_zone_structure_supports_cazyme
jgi-Cantro1-4776-g4776.t1	Cantro1	Saccharomycotina	gray_zone	2B_gray_low	0.27	1	-	-	-	GT4	1658	A0A2U8QT67	48.8	2.702e-11	0.0618	0.6041	0.4319	gray_zone_structure_supports_non_cazyme
jgi-Moreoh1-483275-fgenesh1_pm.3_#_236	Moreoh1	Pezizomycetes	gray_zone	2A_gray_high	0.7859999999999999	1	-	-	-	GH3	469	A0A1D8AVZ7	78.1	0.0005932	0.04	0.7484	0.4571	gray_zone_structure_supports_non_cazyme
jgi-Moreoh1-435893-fgenesh1_kg.7_#_239_#_TRINITY_DN9055_c3_g2_i3	Moreoh1	Pezizomycetes	high_confidence_cazyme	1A_all_tools_agree	0.9946380697050938	3	GH63_e12	GH63(612-824)	GH63_e12(432-825)	GH63	917	A0A7H8QSX6	67.0	1.9089999999999999e-267	0.7354	0.895	0.8414	high_confidence_cazyme
jgi-Pecora1-3491-allA03460	Pecora1	Neocallimastigomycetes	gray_zone	2B_gray_low	0.357	1	-	-	-	GH0	1394	A0A8H8T062	49.8	2.587e-113	0.3446	0.7985	0.6219	gray_zone_structure_supports_cazyme
jgi-Pecora1-9506-allA09746	Pecora1	Neocallimastigomycetes	gray_zone	2B_gray_low	0.386	1	-	-	-	CE8	1379	A0A8S2ADH0	62.5	4.548e-165	0.4787	0.7904	0.6869	gray_zone_structure_supports_cazyme
jgi-Pecora1-8067-allA08508	Pecora1	Neocallimastigomycetes	gray_zone	2A_gray_high	0.5479999999999999	1	-	-	-	CBM18	742	-	0.0		0.0	0.4596	0.3649	gray_zone_structure_supports_non_cazyme
jgi-Pecora1-166-allA00170	Pecora1	Neocallimastigomycetes	gray_zone	2A_gray_high	0.57	1	-	-	-	GH15	346	-	0.0		0.0	0.809	0.4522	gray_zone_structure_supports_non_cazyme
jgi-Pecora1-7049-allA07149	Pecora1	Neocallimastigomycetes	gray_zone	2A_gray_high	0.695	1	-	-	-	GT22	334	A0A7H8R5I2	82.5	3.7740000000000003e-162	0.443	0.8315	0.6794	gray_zone_structure_supports_cazyme
jgi-Pecora1-13365-allA15259	Pecora1	Neocallimastigomycetes	gray_zone	2A_gray_high	0.514	1	-	-	-	GH2	970	-	0.0		0.0	0.5193	0.3798	gray_zone_structure_supports_non_cazyme
jgi-Pecora1-15273-allA15910	Pecora1	Neocallimastigomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT20_e0	GT20(1-203)	GT20_e0(1-203)	GT20	203	A0A2U9N7Y5	67.4	1.199e-62	0.1871	0.7894	0.5409	high_confidence_cazyme
jgi-Pecora1-2963-allA03001	Pecora1	Neocallimastigomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	237	A0A7H8RC90	73.3	3.306e-19	0.0783	0.5088	0.4164	high_confidence_non_cazyme
jgi-Cunech1-174397-estExt_Genewise1.C_490019	Cunech1	Mucoromycotina	gray_zone	2A_gray_high	0.626	1	-	-	-	GH47	379	A0A3P6A9S1	53.2	6.464e-35	0.1227	0.8352	0.5202	gray_zone_structure_supports_non_cazyme
jgi-Cunech1-182850-estExt_Genewise1.C_5610018	Cunech1	Mucoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	CE4_e213	CE4(89-208)	CE4_e213(92-208)	CE4	393	A0A077WF09	64.0	3.104e-88	0.2602	0.8368	0.5893	high_confidence_cazyme
jgi-Cunech1-165479-e_gw1.619.12.1	Cunech1	Mucoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH16_19	GH16_19(86-235)	GH16_e52(85-236)	GH16	263	A0A077WT38	59.9	9.391999999999999e-73	0.215	0.8266	0.5641	high_confidence_cazyme
jgi-Veneff1-6691-rna-gnl-PRJNA551043-FKW77_004971-T1_mrna	Veneff1	Dothideomycetes	gray_zone	2A_gray_high	0.597	1	-	-	-	GT8	336	ULU03646.1	46.7	4.005e-14	0.067	0.7409	0.4687	gray_zone_structure_supports_non_cazyme
jgi-Cadsp1-558736-estExt_fgenesh1_pm.C_210051	Cadsp1	Leotiomycetes	gray_zone	2A_gray_high	0.61	1	-	-	-	GT15	717	A0A6M7YVQ6	55.6	1.391e-124	0.3647	0.8678	0.6493	gray_zone_structure_supports_cazyme
jgi-Cadsp1-459124-estExt_Genewise1Plus.C_370209	Cadsp1	Leotiomycetes	gray_zone	2A_gray_high	0.856	1	-	-	-	GH3	870	A0A8H8SYW4	63.5	6.851e-226	0.6284	0.8109	0.7669	gray_zone_structure_supports_cazyme
jgi-Cadsp1-595641-gm1.16342_g	Cadsp1	Leotiomycetes	gray_zone	2B_gray_low	0.495	1	-	-	-	GH152	587	A0A9Q8SUF1	60.6	1.3129999999999998e-190	0.5265	0.8936	0.7367	gray_zone_structure_supports_cazyme
jgi-Cadsp1-556372-estExt_fgenesh1_pm.C_50192	Cadsp1	Leotiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH16_1	GH16_1(66-294)	GH16_e109(66-295)	GH16_1	330	A0A1B5KSJ6	71.2	4.9179999999999996e-141	0.3899	0.8043	0.646	high_confidence_cazyme
jgi-Cadsp1-639659-MIX38870_3_14	Cadsp1	Leotiomycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH28_e79	GH28(49-335)	GH28_e79(38-266)	GH28	356	A0A1B5KQU4	50.2	2.074e-39	0.134	0.6063	0.4686	high_confidence_cazyme
jgi-Cadsp1-595544-gm1.16245_g	Cadsp1	Leotiomycetes	high_confidence_cazyme	1B_two_tools_agree	0.4652278177458033	2	AA7_e0	AA7(78-275)	AA7_e0(77-265)	-	504	I1S2K2	47.1	1.665e-71	0.2211	0.8559	0.5745	high_confidence_cazyme
jgi-Cadsp1-410090-e_gw1.15.46.1	Cadsp1	Leotiomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	156	A0A8S1ZZ42	54.7	5.698e-13	0.0601	0.6536	0.4434	high_confidence_non_cazyme
jgi-Aspestel1-208507-MIX4408_1625_68	Aspestel1	Eurotiomycetes	gray_zone	2A_gray_high	0.596	1	-	-	-	CBM50	619	A0A8H8P159	62.4	2.116e-194	0.5379	0.8773	0.7382	gray_zone_structure_supports_cazyme
jgi-Aspestel1-205484-MIX1385_4_10	Aspestel1	Eurotiomycetes	high_confidence_cazyme	1A_all_tools_agree	0.991304347826087	3	GH18_e253	GH18(118-460)	GH18_e253(119-459)	CBM18+GH18	818	B6H5Y3	73.4	1.252e-195	0.5492	0.7196	0.7045	high_confidence_cazyme
jgi-Neobo1-602756-estExt_Genewise1Plus.C_3980001	Neobo1	Sordariomycetes	gray_zone	2B_gray_low	0.472	1	-	-	-	GT34	360	A0A7S9KQJ5	77.8	5.845e-77	0.2298	0.7861	0.5614	gray_zone_ambiguous_structure
jgi-Morsel1-519222-e_gw1.6.41.1	Morsel1	Mortierellomycotina	gray_zone	2A_gray_high	0.705	1	-	-	-	GT2	316	A0A8S2A3C3	63.0	8.141e-87	0.2533	0.7846	0.5728	gray_zone_ambiguous_structure
jgi-Blara1-4815-g004830.m1	Blara1	Saccharomycotina	gray_zone	2B_gray_low	0.39	1	-	-	-	GH88	502	A0A9W8R2E6	69.4	7.025e-101	0.2959	0.7878	0.5949	gray_zone_ambiguous_structure
jgi-Ocuya1-7486-rna-Psehe2p4_14951	Ocuya1	Leotiomycetes	gray_zone	2B_gray_low	0.45	1	-	-	-	GH36	611	I2BH92	35.4	3.636e-07	0.0496	0.8991	0.4996	gray_zone_structure_supports_non_cazyme
jgi-Ocuya1-16334-rna-Psehe2p4_8414	Ocuya1	Leotiomycetes	gray_zone	2B_gray_low	0.452	1	-	-	-	GT32	448	A0A2G5UV03	63.0	4.747e-101	0.2942	0.8494	0.6094	gray_zone_structure_supports_cazyme
jgi-Ocuya1-13086-rna-Psehe2p4_5163	Ocuya1	Leotiomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	432	-	0.0		0.0	0.4771	0.3693	high_confidence_non_cazyme
jgi-Ocuya1-5197-rna-Psehe2p4_12660	Ocuya1	Leotiomycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	3171	QGA12486.1	42.8	0.0004086	0.0418	0.6154	0.4247	high_confidence_non_cazyme
jgi-Plemel1-428172-fgenesh1_kg.47_#_57_#_TRINITY_DN9563_c0_g1_i1	Plemel1	Pezizomycetes	gray_zone	2A_gray_high	0.648	1	-	-	-	GH47	353	A0A0C5WFL0	67.5	5.301e-05	0.0418	0.8476	0.4828	gray_zone_structure_supports_non_cazyme
jgi-Plemel1-224096-CE224095_2715	Plemel1	Pezizomycetes	gray_zone	2B_gray_low	0.387	1	-	-	-	GH92	1128	Q39VJ1	52.9	5.922e-05	0.0435	0.8167	0.4759	gray_zone_structure_supports_non_cazyme
