protein_id	tier	family	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score
jgi-Neoirr1-5006-NEOLI_002527T0	gray_zone	-	A0A0M5J442	46.1	1.314e-11	0.0620	0.7267	0.4626
jgi-Themy1-2015-rna-Myrth2p4_8712	gray_zone	-	G8LTU6	38.9	5.939e-74	0.2365	0.8725	0.5864
jgi-Hompol1-5965-HPOL_000166-RA	high_confidence_non_cazyme	-	QYU70513.1	53.7	1.858e-61	0.1928	0.8632	0.5622
jgi-Pismar1-1833915-CE1833914_2398	gray_zone	-	A0A9Q9DR53	50.0	5.534e-63	0.2094	0.6169	0.5089
jgi-FvanT299_1-381554-fgenesh1_kg.28_#_359_#_TRINITY_DN120_c0_g1_i2	gray_zone	-	A0A4P7C2S8	60.8	8.821e-168	0.4869	0.8779	0.7129
jgi-Pgt_201_B1-1588-rna-gnl-WGS:VSWC-PGT21_007981-T1_mrna	gray_zone	-	A0A8H8M811	46.4	5.04e-96	0.2880	0.8038	0.5949
jgi-Morbrun1-256414-CE256413_15186	gray_zone	-	-	0.0	nan	0.0000	0.4584	0.3646
jgi-Piswes1-3464392-e_gw1.296.36.1	gray_zone	-	A0A7R9BT76	68.4	5.358e-157	0.4494	0.8117	0.6776
jgi-XylFL2044-767935-fgenesh1_pm.1_#_309	gray_zone	-	A0A2H4SA22	47.0	6.122e-73	0.2330	0.7276	0.5484
jgi-Settu3-23978-Settu1.gm1.6104_g	gray_zone	-	A0A445EVQ4	53.1	1.461e-67	0.2225	0.7765	0.5554
jgi-Aspter1-211415-MIX4940_14_42	high_confidence_non_cazyme	-	A0A4Y8UQP5	59.0	2.747e-05	0.0428	0.8097	0.4738
jgi-Phisu1-18768-transcript:CZR56380	gray_zone	-	A0A0F6QWP2	33.1	5.895e-17	0.0750	0.8874	0.5094
jgi-Velabi1-1435360-MIX20950_69_20	gray_zone	-	QHN99607.1	52.1	2.6e-75	0.2339	0.8058	0.5684
jgi-Lepnud1-1326806-estExt_Genemark1.C_1800009	gray_zone	-	A0A7H8QMU0	60.1	2.784e-125	0.3595	0.8387	0.6394
jgi-MoveAD079_1-4430-CPB97_004477-T1	gray_zone	-	AYK01981.1	51.4	3.317e-22	0.0864	0.8297	0.5006
jgi-Sisni1-453894-fgenesh1_kg.12_#_282_#_Locus6098v1rpkm23.93	gray_zone	-	WEJ94610.1	55.9	1.315e-48	0.1606	0.7463	0.5169
jgi-Aspaff1-540321-fgenesh1_kg.225_#_36_#_TRINITY_DN7548_c0_g1_i3	gray_zone	-	Q9PBD6	58.8	8.244e-63	0.1998	0.7964	0.5490
jgi-Lopnu1-580311-fgenesh1_kg.21_#_478_#_TRINITY_DN3228_c0_g2_i1	gray_zone	-	A0A7R8HDK8	36.5	1.189e-54	0.1859	0.8674	0.5598
jgi-Abobi1-504882-fgenesh1_kg.11_#_1779_#_TRINITY_DN10523_c0_g2_i8	gray_zone	-	A0A6M7YE70	50.7	2.311e-63	0.2024	0.8548	0.5649
jgi-Fuspr1-8009-transcript:CVK88013	gray_zone	-	BCX79892.1	54.4	1.611e-07	0.0497	0.8673	0.4917
jgi-Loppic1-503301-fgenesh1_kg.375_#_6_#_TRINITY_DN5756_c0_g1_i2	gray_zone	-	A0A2G5UV03	57.0	3.521e-76	0.2312	0.8889	0.5879
jgi-Dicsqu18370_1-141235-CE141234_99	high_confidence_non_cazyme	-	F7J6E9	63.7	1.453e-07	0.0436	0.5795	0.4167
jgi-Aspcap1-2640-CE2639_63	high_confidence_cazyme	AA3_2	A0A517LFF4	69.3	2.688e-231	0.6300	0.8619	0.7805
jgi-Aspoc2036_1-319316-CE319315_3715	gray_zone	-	A0A2H6B7E4	38.3	3.875e-27	0.1073	0.7347	0.4873
jgi-Lorma1-508990-fgenesh1_kg.13_#_264_#_TRINITY_DN3259_c0_g1_i1	gray_zone	-	A0A9Q8WAU1	60.9	1.306e-102	0.3037	0.7991	0.6016
jgi-Cersam1-364018-estExt_fgenesh1_pm.C_310045	gray_zone	-	A0A9Q8ZI20	67.1	1.002e-80	0.2583	0.6306	0.5368
jgi-Colsa1-944484-mrna_7240	high_confidence_cazyme	AA1	E3QIF1	63.8	2.41e-174	0.4860	0.8475	0.7049
jgi-Serend1-1345061-fgenesh1_pm.5_#_73	gray_zone	-	A0A2G5UV03	66.4	1.047e-96	0.2810	0.8328	0.5987
jgi-Colin1-9107-mrna_9107	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.7974	0.4494
jgi-Fuscon1-100465-CE100464_318	high_confidence_cazyme	AA3_2	WJG36980.1	75.5	7.888e-276	0.7443	0.8379	0.8316
jgi-Fusoxcub1-20773-rna-gnl-WGS:AGND-mrna_FOIG_05842T0	gray_zone	-	WIA20762.1	84.0	2.654e-08	0.0532	0.4776	0.3960
jgi-Fustr1-486139-fgenesh1_kg.7_#_1475_#_TRINITY_DN4238_c1_g1_i1	gray_zone	-	I1S2K2	43.1	2.638e-62	0.1990	0.9085	0.5766
jgi-Triple1-116069-g9365.t1	gray_zone	-	A0A6M7ZQI8	59.6	8.431e-22	0.0864	0.7699	0.4857
jgi-Oidma1-56539-gm1.9869_g	gray_zone	-	A0A7H8QK02	69.2	7.051e-130	0.3700	0.7624	0.6256
jgi-Fusoxrap1-14058-rna-gnl-WGS:AGNG-mrna_FOQG_02823T5	high_confidence_non_cazyme	-	A0A7R9A533	38.2	4.61e-25	0.1003	0.8177	0.5046
jgi-TriharM10_1-439666-fgenesh1_kg.83_#_16_#_TRINITY_DN7970_c0_g2_i1	gray_zone	-	A0A8H8P5D7	71.6	5.434e-185	0.5096	0.7864	0.7014
jgi-Aspare1-11279-e_gw1.46.18.1	gray_zone	-	M5EEC9	57.2	1.415e-83	0.2461	0.8873	0.5949
jgi-Aspbic1-283175-MIX16205_19_29	high_confidence_cazyme	GH71_e11|CBM24_e1|CBM24_e1	B6H684	68.2	1.13e-233	0.6562	0.7075	0.7550
jgi-Exigl1-836691-estExt_Genemark1.C_1330028	gray_zone	-	A0A4D6KMY5	54.5	9.373e-96	0.2792	0.8714	0.6075
jgi-CodFL1790_1-690358-fgenesh1_kg.12_#_1357_#_TRINITY_DN7516_c0_g6_i1	gray_zone	-	A0A8D9MIV1	51.1	1.696e-157	0.4607	0.8450	0.6916
jgi-SacceYB210_1-194280-fgenesh1_pg.24_#_11	gray_zone	-	A0A6N1AS62	57.6	2.122e-08	0.0532	0.8452	0.4879
jgi-Clapu1-4913-transcript:CCE32060	gray_zone	-	A0A9Q9DVU5	60.5	7.807e-61	0.1946	0.8148	0.5510
jgi-Tribrev1-379121-fgenesh1_kg.5_#_541_#_TRINITY_DN4803_c0_g1_i2	gray_zone	-	A0A5B8MK09	53.5	1.75e-55	0.1780	0.7970	0.5382
jgi-XyFL0064_1-672350-fgenesh1_kg.64_#_82_#_TRINITY_DN4851_c0_g1_i1	gray_zone	-	A0A507QPH5	61.6	5.116e-210	0.5846	0.8455	0.7537
jgi-Xylbam139988_1-634763-fgenesh1_pm.9_#_153	gray_zone	-	A0A220VDL9	55.0	8.807e-06	0.0462	0.6199	0.4281
jgi-Colhig2-10279-CH63R_09071T0	gray_zone	-	-	0.0	nan	0.0000	0.4370	0.3592
jgi-Ptegra1-511441-e_gw1.23.171.1	gray_zone	-	A0A1R1EL25	69.0	0.0009093	0.0393	0.7992	0.4694
jgi-Pornie1_2-890969-fgenesh1_kg.45_#_46_#_Locus10845v1rpkm14.84	high_confidence_non_cazyme	-	A0A6M7YK81	62.3	0.0001971	0.0410	0.6078	0.4224
jgi-OphpiCECT20416_2-87728-g8015.t1	gray_zone	-	A0A8H8SGC4	35.9	1.405e-10	0.0576	0.8382	0.4883
jgi-XylFL0255-312147-CE312146_279	high_confidence_cazyme	GT20_e0	M1V9E3	79.0	2.582e-219	0.5977	0.8464	0.7605
jgi-Colch1-6765-mrna_1409	gray_zone	-	-	0.0	nan	0.0000	0.4125	0.3531
jgi-FvanT23_1-393485-fgenesh1_pm.89_#_32	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6924	0.4231
jgi-Crevar1-877829-estExt_fgenesh1_pm.C_850017	high_confidence_cazyme	GH5_9	BEJ08809.1	70.2	1.376e-149	0.4171	0.8631	0.6743
jgi-Sisbr1-664349-estExt_Genemark1.C_2_t10288	gray_zone	-	A0A250L9Q4	31.9	9.258e-13	0.0663	0.8742	0.5017
jgi-Aspara19utr-139839-fgenesh1_kg.67_#_88_#_TRINITY_DN7788_c0_g1_i1	gray_zone	-	A0A5B9D8D6	35.5	1.786e-07	0.0497	0.7508	0.4626
jgi-Aspcorea1-11848-CE11847_4188	high_confidence_cazyme	GT2|GT2	A0A517L1J3	72.5	2.614e-236	0.6579	0.8259	0.7854
jgi-Neora1-744530-fgenesh1_pm.1_#_25	high_confidence_cazyme	GT32_e42	A0A428QQ52	54.3	1.2e-47	0.1553	0.7102	0.5052
jgi-Mycbel1-500165-CE500164_1630	high_confidence_cazyme	GH30_3	F8WPI4	67.5	5.138e-190	0.5244	0.8431	0.7230
jgi-Fuscu1-1993-transcript:FCUL_02009.1-mRNA-1	gray_zone	-	I0I6E1	35.5	1.886e-17	0.0777	0.8446	0.5000
jgi-Fusox32931-16858-rna-gnl-WGS:AFML-mrna_FOYG_08870T2	gray_zone	-	A0A3P6D3E5	59.0	5.638e-241	0.6745	0.8247	0.7934
jgi-Copcin2-2264322-CopciAB_392897.T0	gray_zone	-	-	0.0	nan	0.0000	0.4642	0.3661
jgi-Darbet1-343511-CE343510_31418	gray_zone	-	A0A7L7KR69	47.5	4.135e-07	0.0489	0.8782	0.4940
jgi-Colca1-650471-gm1.10115_g	high_confidence_cazyme	GH92_e35	A0A1X7S498	61.5	1.469e-240	0.6667	0.8681	0.8003
jgi-Fusoxpis1-475-rna-gnl-WGS:AGBI-mrna_FOVG_00357T0	gray_zone	-	A0A7H8QJ78	75.6	3.642e-58	0.1859	0.7709	0.5357
jgi-Suiac1-2574388-fgenesh1_kg.20_#_800_#_TRINITY_DN7509_c4_g8_i2	gray_zone	-	ARA85284.1	59.0	1.346e-71	0.2164	0.8722	0.5762
jgi-Aspsub1-190992-fgenesh1_kg.83_#_21_#_TRINITY_DN11149_c0_g1_i1	gray_zone	-	WFD22748.1	33.5	3.783e-38	0.1361	0.8870	0.5398
jgi-Hypfra2-474591-fgenesh1_kg.2_#_1221_#_TRINITY_DN7250_c1_g3_i4	high_confidence_non_cazyme	-	C0Z487	38.9	3.79e-05	0.0436	0.8637	0.4877
jgi-Thiau1-4796-rna-Thiau2p7_6120	gray_zone	-	A0A7R8X5Y5	46.6	3.503e-12	0.0628	0.7604	0.4715
jgi-Aspber1-236742-CE236741_13317	gray_zone	-	UTA66659.1	38.1	9.974e-43	0.1518	0.8480	0.5379
jgi-Fusnyg1-446394-fgenesh1_kg.3_#_2670_#_TRINITY_DN894_c0_g2_i2	gray_zone	-	A0A1U7CTX1	44.4	4.858e-06	0.0454	0.8700	0.4902
jgi-Trave1-119097-e_gw1.4.411.1	gray_zone	-	WEJ95752.1	57.9	6.632e-178	0.4974	0.7631	0.6895
jgi-Fibin1-465017-estExt_fgenesh1_pm.C_40063	gray_zone	-	A0A7R6T0D4	38.8	4.427e-19	0.0846	0.6635	0.4582
jgi-Epini1-64497-CE64496_901	gray_zone	-	A0A1S6HQJ8	46.8	4.592e-56	0.1815	0.8815	0.5611
jgi-Ocuya1-496-rna-Psehe2p4_496	high_confidence_cazyme	GH16_3	A0A345HUK7	65.9	1.64e-101	0.2897	0.7986	0.5945
jgi-Aspestel1-166022-gm1.5088_g	gray_zone	-	QWU86368.1	62.1	3.654e-240	0.6728	0.5097	0.7138
jgi-Macan1-406859-fgenesh1_kg.3_#_472_#_Locus396v3rpkm1.04_PRE	gray_zone	-	UKZ91547.1	71.2	2.772e-170	0.4939	0.5908	0.6447
jgi-Aspflo1-94332-CE94331_183	high_confidence_cazyme	GH32_e34	F1ADK9	47.2	3.019e-121	0.3543	0.7854	0.6235
jgi-Fusco1-564504-estExt_Genewise1Plus.C_10_t40081	high_confidence_cazyme	GH54_e0|CBM42_e0	G2QWT5	71.4	6.698e-220	0.5977	0.7675	0.7407
jgi-Morste1-885456-gw1.32.299.1	gray_zone	-	A0A7R8X9N0	37.2	4.092e-27	0.1021	0.8215	0.5064
jgi-Calmar1-256599-CE256598_1999	high_confidence_non_cazyme	-	UIK87662.1	54.2	1.948e-26	0.0986	0.7780	0.4938
jgi-Gelamo1-354699-fgenesh1_kg.309_#_15_#_TRINITY_DN4152_c0_g1_i1	gray_zone	-	A0A077R2I8	53.1	2.271e-110	0.3255	0.8336	0.6212
jgi-MogaNVP60_1-7240-BGZ97_007307-T1	gray_zone	-	A0A8H8T062	54.9	1.064e-100	0.3124	0.7903	0.6038
jgi-Mychae1-1089012-fgenesh1_kg.3_#_1058_#_TRINITY_DN5826_c1_g1_i4	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4552	0.3638
jgi-Spalat1-731880-e_gw1.26.211.1	gray_zone	-	A0A9Q8WER7	40.2	3.217e-51	0.1728	0.8888	0.5586
jgi-Kurarg1-471121-CE471120_10433	gray_zone	-	A0A9Q8SWE3	77.3	4.021e-153	0.4250	0.8731	0.6807
jgi-Asppeni1-200552-gm1.7048_g	gray_zone	-	A0A383WPP4	50.3	2.513e-09	0.0558	0.8578	0.4924
jgi-Fusave1-550830-fgenesh1_kg.1_#_8272_#_TRINITY_DN2396_c0_g1_i4	gray_zone	-	QRY61467.1	56.1	4.205e-07	0.0480	0.7957	0.4729
jgi-Aspsy1-89844-gm1.6527_g	gray_zone	-	A0A9Q8LK40	70.4	4.608e-211	0.5829	0.8734	0.7598
jgi-Tubbr1_1-998738-fgenesh1_pg.65_#_34	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5968	0.3992
jgi-Asppha1-35708-fgenesh1_pm.71_#_20	gray_zone	-	Q5AXQ5	69.3	1.352e-117	0.3517	0.7750	0.6196
jgi-Mycoli1-905996-CE905995_234	high_confidence_non_cazyme	-	ULL13152.1	53.4	7.463e-40	0.1422	0.7829	0.5169
jgi-Boledp1-173822-CE173821_11463	gray_zone	-	A0A1X9L6N5	59.1	1.788e-05	0.0445	0.8597	0.4872
jgi-Lacind1-2054537-fgenesh1_pg.5_#_527	gray_zone	-	A0A9Q8SE66	53.7	5.174e-115	0.3325	0.8653	0.6326
jgi-Asppro1-236327-fgenesh1_kg.23_#_328_#_TRINITY_DN18177_c0_g1_i1	high_confidence_cazyme	AA3_2	A0A7R8AGA4	68.8	1.058e-221	0.6073	0.8609	0.7689
jgi-Exosp1-11577-PV08_11201T0	gray_zone	-	K8ESW4	51.7	5.163e-45	0.1466	0.8914	0.5462
jgi-Pse1611_1-569815-e_gw1.4.954.1	gray_zone	-	A0A899G1X6	64.4	9.647e-217	0.6073	0.8587	0.7683
jgi-Copci_AmutBmut1-415165-estExt_Genewise1Plus.C_110183	gray_zone	-	-	0.0	nan	0.0000	0.4428	0.3607
jgi-Aspneoc1-188139-fgenesh1_pm.38_#_28	gray_zone	-	-	0.0	nan	0.0000	0.7589	0.4397
jgi-Pucstr1-18481-evm.model.scaffold_39.53	high_confidence_cazyme	GH5_41	A0A180GJW6	61.6	9.677e-122	0.3517	0.8480	0.6378
jgi-Aspcris1-377074-fgenesh1_kg.52_#_66_#_TRINITY_DN6114_c0_g1_i4	gray_zone	-	P46970	41.5	1.121e-74	0.2417	0.6797	0.5408
jgi-Aspaus1-925993-fgenesh1_kg.32_#_324_#_TRINITY_DN4844_c0_g1_i9	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4244	0.3561
jgi-Lerer2-3573338-fgenesh1_kg.tig_2_#_14344_#_HWTOC_transcript/1196	gray_zone	-	A0A3P6D3E5	58.2	1.342e-242	0.6789	0.8690	0.8067
jgi-Tricap1-373739-fgenesh1_kg.10_#_57_#_TRINITY_DN18503_c0_g1_i3	high_confidence_non_cazyme	-	UVV59492.1	42.2	4.587e-11	0.0558	0.8713	0.4957
jgi-Leumo1-1068544-estExt_Genewise1Plus.C_001230023	high_confidence_non_cazyme	-	A0A7M2X7Z0	35.6	5.682e-06	0.0454	0.7942	0.4712
jgi-MocaN2610_1-6592-BGZ47_006632-T1	gray_zone	-	I3ZE06	37.7	7.7e-15	0.0707	0.8783	0.5049
jgi-Apibac1-336404-estExt_Genewise1Plus.C_10_t10059	high_confidence_cazyme	GH3_e180	A0A093XUT4	59.1	2.469e-250	0.6963	0.8655	0.8145
jgi-Nakdel1-810-BN124_NADE0s13e00869g.tr	gray_zone	-	W5WIC8	62.2	0.0001529	0.0410	0.8036	0.4714
jgi-FvanT159_1-473109-fgenesh1_pm.13_#_156	gray_zone	-	A0A6S6VX57	59.0	9.44e-84	0.2557	0.6774	0.5472
jgi-Aspdro1-171139-CE171138_300	gray_zone	-	A0A3M6VGR8	50.8	6.841e-101	0.3054	0.7766	0.5969
jgi-Ppan17133_1-262064-fgenesh1_pm.2_#_198	gray_zone	-	-	0.0	nan	0.0000	0.7691	0.4423
jgi-Fobas23_1-494185-fgenesh1_kg.2_#_3690_#_TRINITY_DN8307_c0_g2_i1	gray_zone	-	A0A8S1ZY93	51.4	1.213e-37	0.1361	0.8529	0.5313
jgi-Absrep1-485291-estExt_fgenesh1_pg.C_1_t10033	gray_zone	-	A0A2I7SDZ8	43.0	7.179e-05	0.0428	0.7856	0.4678
jgi-Aspind2_1-176236-fgenesh1_kg.50_#_118_#_TRINITY_DN7738_c0_g2_i2	gray_zone	-	CAG5111572.1	43.5	8.565e-97	0.3019	0.6724	0.5690
jgi-XylFL1042-261721-CE261720_2727	gray_zone	-	QKE84486.1	40.5	7.195e-18	0.0794	0.7567	0.4789
jgi-Trialn1-314088-fgenesh1_kg.12_#_77_#_TRINITY_DN4864_c0_g1_i6	gray_zone	-	QWU90274.1	75.3	1.473e-36	0.1326	0.7449	0.5025
jgi-FoxF207_1-819125-estExt_Genemark1.C_8_t10071	high_confidence_cazyme	GH172_e4	A1SCS1	63.8	5.213e-133	0.3770	0.8228	0.6442
jgi-Asphethal1-198335-CE198334_3426	gray_zone	-	A0A2U9C9T3	63.9	1.004e-214	0.5942	0.9073	0.7740
jgi-Hyafin1-927815-gm1.7806_g	gray_zone	-	A0A7L6B4K9	62.5	7.963e-22	0.0829	0.5701	0.4340
jgi-Lened1-8964-LENED_009814	gray_zone	-	QWU90274.1	48.3	3.464e-97	0.2958	0.8481	0.6099
jgi-Durrog2-317955-CE317954_1616	gray_zone	-	A0A9Q9DSF7	61.3	7.414e-102	0.2923	0.8697	0.6136
jgi-FusoxT415-529398-fgenesh1_kg.4_#_2493_#_TRINITY_DN8617_c0_g1_i1	high_confidence_cazyme	AA9_e5|CBM18_e9	A0A2L2U447	64.9	2.877e-83	0.2496	0.7375	0.5592
jgi-Phchr2-2902324-e_gw1.4.921.1	high_confidence_cazyme	GH1_e105	G4TE98	77.7	1.82e-221	0.6038	0.8589	0.7666
jgi-Aspund1_1-297734-MIX864_4_22	gray_zone	-	A0A517Y8V6	31.2	3.452e-12	0.0637	0.8460	0.4933
jgi-Tripare1-224942-CE224941_453	high_confidence_cazyme	GH3_e51	A0A6V8RCH5	66.7	8.027e-312	0.8464	0.8865	0.8948
jgi-Penvul1-1579-PENVUL_c013G08548T0	gray_zone	-	A0A193SFG4	38.4	8.025e-14	0.0681	0.8495	0.4964
jgi-Triatr1-200033-CE200032_1252	gray_zone	-	A0A6L9JRK9	46.8	4.029e-63	0.1998	0.8729	0.5681
jgi-Colsu1-567815-e_gw1.16.48.1	gray_zone	-	-	0.0	nan	0.0000	0.5515	0.3879
jgi-Conlig1-250703-CE250702_2202	gray_zone	-	A0A7S8HVT1	52.0	8.645e-50	0.1623	0.8490	0.5434
jgi-Ceraff1-238533-CE238532_284	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4574	0.3643
jgi-Colac2-565389-e_gw1.4.332.1	gray_zone	-	A0A9Q8ZHF5	66.3	9.683e-180	0.4991	0.9151	0.7283
jgi-Conpu1-133801-estExt_fgenesh1_pm.C_1_t10208	gray_zone	-	WFD37657.1	38.0	2.251e-37	0.1344	0.7208	0.4974
jgi-Aspcer1-8721-CE8720_1298	gray_zone	-	-	0.0	nan	0.0000	0.4880	0.3720
jgi-Cerzm1-122871-estExt_fgenesh1_pm.C_490037	gray_zone	-	F1L081	40.7	1.386e-07	0.0515	0.6497	0.4382
jgi-Triev1-383872-gm1.5835_g	gray_zone	-	A0A6I6WGZ3	37.2	6.088e-08	0.0515	0.8692	0.4930
jgi-Asphor1-155135-MIX461_17_66	gray_zone	-	A0A6M7YE70	54.1	8.724e-111	0.3237	0.8697	0.6293
jgi-Denbi1-696161-e_gw1.895.5.1	gray_zone	-	UKZ78835.1	67.8	4.232e-113	0.3211	0.9136	0.6390
jgi-Enthe1-2364-rad15-1	gray_zone	-	A0A7S5UWG6	36.5	7.898e-42	0.1466	0.8064	0.5249
jgi-Rhima1-5253-transcript:KIX04402	gray_zone	-	A0A8S2ARC9	61.1	1.417e-154	0.4468	0.7559	0.6624
jgi-MowoN66265_1-2762-BGW42_002784-T1	gray_zone	-	CAB4112156.1	53.4	1.485e-20	0.0855	0.8042	0.4938
jgi-Ser411_1-1206000-gw1.5.202.1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6824	0.4206
jgi-Aspni_bvT_1-291972-fgenesh1_kg.2_#_174_#_Locus2469v1rpkm45.60	gray_zone	-	A0A7R8VDZ3	76.6	7.859e-71	0.2068	0.7362	0.5374
jgi-Aspac1-27609-e_gw1.6.180.1	gray_zone	-	A0A7H8QT70	79.9	1.703e-154	0.4337	0.7914	0.6647
jgi-Aspbrevi1-7791-CE7790_1973	gray_zone	-	WFD07093.1	38.8	1.663e-17	0.0785	0.8890	0.5115
jgi-Aurpu_var_pul1-341660-fgenesh1_kg.1_#_770_#_Locus2499v2rpkm21.00	gray_zone	-	A0A4P7BYU0	66.4	1.468e-297	0.8185	0.8565	0.8734
jgi-Morarb1-691371-e_gw1.8.5.1	gray_zone	-	A0A2H1H4U6	40.3	3.578e-14	0.0646	0.7675	0.4742
jgi-Spoumb1-505873-fgenesh1_kg.19_#_304_#_TRINITY_DN7979_c5_g2_i1	gray_zone	-	A0A9Q8WMR9	61.7	3.911e-177	0.4921	0.7090	0.6733
jgi-Pnejir1-2971-transcript:KTW30929	gray_zone	-	A0A7T3V4U2	38.4	7.827e-05	0.0436	0.7153	0.4506
jgi-Aspcanin1-274552-gm1.8868_g	gray_zone	-	A0A9Q8Z7W0	42.7	1.507e-73	0.2391	0.6186	0.5242
jgi-Aspalli1-117721-CE117720_14554	high_confidence_cazyme	GH20_e49	A3LVC2	65.5	5.392e-192	0.5323	0.8856	0.7376
jgi-PenbrAgRF18_1-313714-estExt_Genewise1Plus.C_6_t30304	high_confidence_non_cazyme	-	A0A8S2B2W4	59.1	1.012e-159	0.4494	0.8861	0.6962
jgi-Coraus1-932137-gm1.3431_g	gray_zone	-	AWW45639.1	36.8	1.989e-13	0.0663	0.8889	0.5054
jgi-Aspchev1-178412-fgenesh1_kg.145_#_14_#_TRINITY_DN2845_c0_g1_i1	gray_zone	-	A0A8H8P5D7	71.9	4.243e-180	0.4974	0.7868	0.6954
jgi-Echmac1-369235-fgenesh1_kg.1_#_2957_#_TRINITY_DN14671_c0_g1_i1	gray_zone	-	K8E1P7	48.1	2.519e-78	0.2522	0.6892	0.5484
jgi-Aspscl1-547769-fgenesh1_pg.19_#_209	gray_zone	-	A0A8F2W220	66.0	1.395e-238	0.6536	0.8578	0.7912
jgi-Nakwi1-2153-augustus_masked-flattened_line_16-processed-gene-0.72-mRNA-1	gray_zone	-	Q9PA24	55.1	1.464e-99	0.2967	0.8339	0.6068
jgi-Neucr_trp3_1-1008884-CE8884_7219	gray_zone	-	QBA72869.1	32.9	2.473e-15	0.0707	0.8095	0.4877
jgi-Suidis1-753955-estExt_fgenesh1_pm.C_370044	gray_zone	-	A0A6M7ZFE8	45.2	1.835e-75	0.2408	0.8792	0.5902
jgi-FvanT36_1-305294-fgenesh1_pm.9_#_599	high_confidence_cazyme	GH3_e81	A0A060CVY6	63.5	1.483e-177	0.5122	0.9082	0.7332
jgi-Triros1-947459-fgenesh1_kg.4_#_1677_#_TRINITY_DN3850_c0_g1_i3	gray_zone	-	A0A9P9K3K3	29.8	1.951e-06	0.0480	0.8724	0.4921
jgi-Fusox3_1-2130361-fgenesh1_kg.1_#_6287_#_HWGSZ_transcript/13342	gray_zone	-	A0A7H8QSI2	55.8	4.564e-49	0.1684	0.7791	0.5290
jgi-Aurvu1-1609520-gm1.9171_g	high_confidence_non_cazyme	-	A0A5K1JVZ0	35.2	2.43e-47	0.1614	0.7605	0.5208
jgi-Artesp1-474326-MIX21060_500_97	high_confidence_cazyme	GT8_e176	A0A8A1M7J4	63.5	6.183e-99	0.2845	0.8926	0.6154
jgi-TrireRUTC30_1-123347-estExt_fgenesh2_kg.C_90031	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6488	0.4122
jgi-Aspneog1_1-168616-MIX28_2_16	gray_zone	-	A0A2R3MWY8	33.7	3.093e-12	0.0628	0.8629	0.4971
jgi-Fonnu1-9747-AYO20_01707T0	gray_zone	-	UJR17759.1	45.1	3.789e-66	0.2112	0.8942	0.5791
jgi-Morpul1-473607-estExt_Genewise1Plus.C_1_t20138	gray_zone	-	A0A899GD97	69.6	1.242e-184	0.5122	0.9033	0.7319
jgi-Trihyb1-733329-e_gw1.92.33.1	gray_zone	-	A0A7H8S7E3	42.0	7.643e-19	0.0838	0.8600	0.5069
jgi-Aspaurful1-48262-CE48261_43161	gray_zone	-	A0A9Q8T963	49.5	1.695e-44	0.1545	0.7781	0.5218
jgi-Daces1-444444-e_gw1.10.763.1	gray_zone	-	UFH52693.1	41.1	1.884e-18	0.0812	0.6802	0.4606
jgi-Tribre1-121593-g8288.t1	gray_zone	-	A0A2R3Z4S1	35.7	2.762e-13	0.0654	0.8285	0.4899
jgi-Phiatr1-487353-estExt_Genewise1Plus.C_5_t20229	gray_zone	-	A0A6I6JU13	31.2	1.129e-19	0.0855	0.8138	0.4962
jgi-MozyPUSTF9C_1-3505-FBU30_003550-T1	gray_zone	-	A0A9Q9DWZ7	78.0	5.652e-131	0.3674	0.7657	0.6251
jgi-Ophdi1-374653-fgenesh1_kg.27_#_54_#_Locus4004v1rpkm26.76	high_confidence_non_cazyme	-	Q5AZU6	55.5	6.008e-55	0.1771	0.8678	0.5555
jgi-Chafun1-36378-fgenesh1_pm.21_#_90	high_confidence_cazyme	GH2_e138	A0A7S9KMP8	66.4	5.717e-242	0.6771	0.8945	0.8122
jgi-Lipsta1_1-435337-fgenesh1_pm.12_#_12	gray_zone	-	A0A1S9DVV1	68.9	2.188e-106	0.3133	0.8018	0.6071
jgi-Asptam1-281493-fgenesh1_kg.183_#_28_#_TRINITY_DN6132_c0_g1_i4	gray_zone	-	WEJ95752.1	57.0	2.248e-176	0.4930	0.7712	0.6893
jgi-HerpoJF2053F_1-430905-e_gw1.58.62.1	high_confidence_non_cazyme	-	A0A2M8Z3X2	40.0	1.644e-10	0.0567	0.8409	0.4886
jgi-Rhesp1-527801-fgenesh1_pm.12_#_169	high_confidence_non_cazyme	-	A0A0G9F8F7	54.9	1.036e-45	0.1475	0.8908	0.5464
jgi-Lacbi2-666694-estExt_fgenesh1_pm.C_LG_2_t10092	gray_zone	-	A0A7R8HE42	66.2	1.031e-75	0.2312	0.7805	0.5607
jgi-Bombom1-150227-CE150226_2371	gray_zone	-	QUA12640.1	48.3	1.74e-15	0.0742	0.8788	0.5068
