protein_id	tier	adjudicated_tier	family	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score
jgi-Gelamo1-354699-fgenesh1_kg.309_#_15_#_TRINITY_DN4152_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A077R2I8	53.1	2.271e-110	0.3255	0.8537	0.6262
jgi-MogaNVP60_1-7240-BGZ97_007307-T1	gray_zone	gray_zone_ambiguous_structure	-	A0A8H8T062	54.9	1.064e-100	0.3124	0.8096	0.6086
jgi-Mychae1-1089012-fgenesh1_kg.3_#_1058_#_TRINITY_DN5826_c1_g1_i4	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4697	0.3674
jgi-Spalat1-731880-e_gw1.26.211.1	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q8WER7	40.2	3.2169999999999997e-51	0.1728	0.8978	0.5608
jgi-Kurarg1-471121-CE471120_10433	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8SWE3	77.3	4.021e-153	0.425	0.8803	0.6825
jgi-Asppeni1-200552-gm1.7048_g	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A383WPP4	50.3	2.513e-09	0.0558	0.8762	0.497
jgi-Fusave1-550830-fgenesh1_kg.1_#_8272_#_TRINITY_DN2396_c0_g1_i4	gray_zone	gray_zone_structure_supports_non_cazyme	-	QRY61467.1	56.1	4.205e-07	0.048	0.8077	0.4759
jgi-Aspsy1-89844-gm1.6527_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8LK40	70.4	4.608e-211	0.5829	0.8816	0.7618
jgi-Tubbr1_1-998738-fgenesh1_pg.65_#_34	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.6094	0.4023
jgi-Asppha1-35708-fgenesh1_pm.71_#_20	gray_zone	gray_zone_structure_supports_cazyme	-	Q5AXQ5	69.3	1.352e-117	0.3517	0.793	0.6241
jgi-Mycoli1-905996-CE905995_234	high_confidence_non_cazyme	high_confidence_non_cazyme	-	ULL13152.1	53.4	7.463e-40	0.1422	0.7812	0.5164
jgi-Boledp1-173822-CE173821_11463	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A1X9L6N5	59.1	1.788e-05	0.0445	0.8747	0.4909
jgi-Lacind1-2054537-fgenesh1_pg.5_#_527	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8SE66	53.7	5.1740000000000005e-115	0.3325	0.8821	0.6367
jgi-Asppro1-236327-fgenesh1_kg.23_#_328_#_TRINITY_DN18177_c0_g1_i1	high_confidence_cazyme	high_confidence_cazyme	AA3_2	A0A7R8AGA4	68.8	1.058e-221	0.6073	0.8708	0.7714
jgi-Exosp1-11577-PV08_11201T0	gray_zone	gray_zone_ambiguous_structure	-	K8ESW4	51.7	5.1629999999999995e-45	0.1466	0.8999	0.5483
jgi-Pse1611_1-569815-e_gw1.4.954.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A899G1X6	64.4	9.647e-217	0.6073	0.873	0.7719
jgi-Copci_AmutBmut1-415165-estExt_Genewise1Plus.C_110183	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4607	0.3652
jgi-Aspneoc1-188139-fgenesh1_pm.38_#_28	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.7693	0.4423
jgi-Pucstr1-18481-evm.model.scaffold_39.53	high_confidence_cazyme	high_confidence_cazyme	GH5_41	A0A180GJW6	61.6	9.677000000000001e-122	0.3517	0.875	0.6446
jgi-Aspcris1-377074-fgenesh1_kg.52_#_66_#_TRINITY_DN6114_c0_g1_i4	gray_zone	gray_zone_ambiguous_structure	-	P46970	41.5	1.121e-74	0.2417	0.7001	0.5459
jgi-Aspaus1-925993-fgenesh1_kg.32_#_324_#_TRINITY_DN4844_c0_g1_i9	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4359	0.359
jgi-Lerer2-3573338-fgenesh1_kg.tig_2_#_14344_#_HWTOC_transcript/1196	gray_zone	gray_zone_structure_supports_cazyme	-	A0A3P6D3E5	58.2	1.342e-242	0.6789	0.8856	0.8108
jgi-Tricap1-373739-fgenesh1_kg.10_#_57_#_TRINITY_DN18503_c0_g1_i3	high_confidence_non_cazyme	high_confidence_non_cazyme	-	UVV59492.1	42.2	4.587e-11	0.0558	0.8834	0.4988
jgi-Leumo1-1068544-estExt_Genewise1Plus.C_001230023	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7M2X7Z0	35.6	5.682e-06	0.0454	0.8128	0.4759
jgi-MocaN2610_1-6592-BGZ47_006632-T1	gray_zone	gray_zone_structure_supports_non_cazyme	-	I3ZE06	37.7	7.7e-15	0.0707	0.8856	0.5067
jgi-Apibac1-336404-estExt_Genewise1Plus.C_10_t10059	high_confidence_cazyme	high_confidence_cazyme	GH3_e180	A0A093XUT4	59.1	2.469e-250	0.6963	0.8846	0.8193
jgi-Nakdel1-810-BN124_NADE0s13e00869g.tr	gray_zone	gray_zone_structure_supports_non_cazyme	-	W5WIC8	62.2	0.0001529	0.041	0.8164	0.4746
jgi-FvanT159_1-473109-fgenesh1_pm.13_#_156	gray_zone	gray_zone_ambiguous_structure	-	A0A6S6VX57	59.0	9.44e-84	0.2557	0.6908	0.5505
jgi-Aspdro1-171139-CE171138_300	gray_zone	gray_zone_ambiguous_structure	-	A0A3M6VGR8	50.8	6.841e-101	0.3054	0.7934	0.601
jgi-Ppan17133_1-262064-fgenesh1_pm.2_#_198	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.7904	0.4476
jgi-Fobas23_1-494185-fgenesh1_kg.2_#_3690_#_TRINITY_DN8307_c0_g2_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A8S1ZY93	51.4	1.213e-37	0.1361	0.8655	0.5344
jgi-Absrep1-485291-estExt_fgenesh1_pg.C_1_t10033	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A2I7SDZ8	43.0	7.179e-05	0.0428	0.7931	0.4696
jgi-Aspind2_1-176236-fgenesh1_kg.50_#_118_#_TRINITY_DN7738_c0_g2_i2	gray_zone	gray_zone_ambiguous_structure	-	CAG5111572.1	43.5	8.565e-97	0.3019	0.6934	0.5743
jgi-XylFL1042-261721-CE261720_2727	gray_zone	gray_zone_structure_supports_non_cazyme	-	QKE84486.1	40.5	7.195e-18	0.0794	0.7673	0.4815
jgi-Trialn1-314088-fgenesh1_kg.12_#_77_#_TRINITY_DN4864_c0_g1_i6	gray_zone	gray_zone_structure_supports_non_cazyme	-	QWU90274.1	75.3	1.4730000000000001e-36	0.1326	0.7625	0.507
jgi-FoxF207_1-819125-estExt_Genemark1.C_8_t10071	high_confidence_cazyme	high_confidence_cazyme	GH172_e4	A1SCS1	63.8	5.2129999999999994e-133	0.377	0.835	0.6472
jgi-Asphethal1-198335-CE198334_3426	gray_zone	gray_zone_structure_supports_cazyme	-	A0A2U9C9T3	63.9	1.004e-214	0.5942	0.9108	0.7748
jgi-Hyafin1-927815-gm1.7806_g	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7L6B4K9	62.5	7.962999999999999e-22	0.0829	0.5811	0.4367
jgi-Lened1-8964-LENED_009814	gray_zone	gray_zone_structure_supports_cazyme	-	QWU90274.1	48.3	3.464e-97	0.2958	0.8649	0.6141
jgi-Durrog2-317955-CE317954_1616	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q9DSF7	61.3	7.414e-102	0.2923	0.8723	0.6142
jgi-FusoxT415-529398-fgenesh1_kg.4_#_2493_#_TRINITY_DN8617_c0_g1_i1	high_confidence_cazyme	high_confidence_cazyme	AA9_e5|CBM18_e9	A0A2L2U447	64.9	2.877e-83	0.2496	0.7607	0.565
jgi-Phchr2-2902324-e_gw1.4.921.1	high_confidence_cazyme	high_confidence_cazyme	GH1_e105	G4TE98	77.7	1.82e-221	0.6038	0.8685	0.769
jgi-Aspund1_1-297734-MIX864_4_22	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A517Y8V6	31.2	3.452e-12	0.0637	0.8583	0.4964
jgi-Tripare1-224942-CE224941_453	high_confidence_cazyme	high_confidence_cazyme	GH3_e51	A0A6V8RCH5	66.7	8.027e-312	0.8464	0.8898	0.8957
jgi-Penvul1-1579-PENVUL_c013G08548T0	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A193SFG4	38.4	8.025e-14	0.0681	0.8592	0.4988
jgi-Triatr1-200033-CE200032_1252	gray_zone	gray_zone_ambiguous_structure	-	A0A6L9JRK9	46.8	4.0290000000000004e-63	0.1998	0.881	0.5702
jgi-Colsu1-567815-e_gw1.16.48.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.5667	0.3917
jgi-Conlig1-250703-CE250702_2202	gray_zone	gray_zone_ambiguous_structure	-	A0A7S8HVT1	52.0	8.645e-50	0.1623	0.8595	0.546
jgi-Ceraff1-238533-CE238532_284	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4696	0.3674
jgi-Colac2-565389-e_gw1.4.332.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8ZHF5	66.3	9.683e-180	0.4991	0.911	0.7273
jgi-Conpu1-133801-estExt_fgenesh1_pm.C_1_t10208	gray_zone	gray_zone_structure_supports_non_cazyme	-	WFD37657.1	38.0	2.251e-37	0.1344	0.7293	0.4995
jgi-Aspcer1-8721-CE8720_1298	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.5052	0.3763
jgi-Cerzm1-122871-estExt_fgenesh1_pm.C_490037	gray_zone	gray_zone_structure_supports_non_cazyme	-	F1L081	40.7	1.386e-07	0.0515	0.6675	0.4426
jgi-Triev1-383872-gm1.5835_g	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A6I6WGZ3	37.2	6.088e-08	0.0515	0.8814	0.4961
jgi-Asphor1-155135-MIX461_17_66	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7YE70	54.1	8.724e-111	0.3237	0.8773	0.6312
jgi-Denbi1-696161-e_gw1.895.5.1	gray_zone	gray_zone_structure_supports_cazyme	-	UKZ78835.1	67.8	4.232e-113	0.3211	0.915	0.6393
jgi-Enthe1-2364-rad15-1	gray_zone	gray_zone_ambiguous_structure	-	A0A7S5UWG6	36.5	7.898e-42	0.1466	0.826	0.5298
jgi-Rhima1-5253-transcript:KIX04402	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S2ARC9	61.1	1.417e-154	0.4468	0.7678	0.6653
jgi-MowoN66265_1-2762-BGW42_002784-T1	gray_zone	gray_zone_structure_supports_non_cazyme	-	CAB4112156.1	53.4	1.4850000000000002e-20	0.0855	0.8181	0.4973
jgi-Ser411_1-1206000-gw1.5.202.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.6892	0.4223
jgi-Aspni_bvT_1-291972-fgenesh1_kg.2_#_174_#_Locus2469v1rpkm45.60	gray_zone	gray_zone_ambiguous_structure	-	A0A7R8VDZ3	76.6	7.859e-71	0.2068	0.7324	0.5365
jgi-Aspac1-27609-e_gw1.6.180.1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8QT70	79.9	1.703e-154	0.4337	0.8025	0.6675
jgi-Aspbrevi1-7791-CE7790_1973	gray_zone	gray_zone_structure_supports_non_cazyme	-	WFD07093.1	38.8	1.663e-17	0.0785	0.8938	0.5127
jgi-Aurpu_var_pul1-341660-fgenesh1_kg.1_#_770_#_Locus2499v2rpkm21.00	gray_zone	gray_zone_structure_supports_cazyme	-	A0A4P7BYU0	66.4	1.468e-297	0.8185	0.8628	0.875
jgi-Morarb1-691371-e_gw1.8.5.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A2H1H4U6	40.3	3.578e-14	0.0646	0.771	0.475
jgi-Spoumb1-505873-fgenesh1_kg.19_#_304_#_TRINITY_DN7979_c5_g2_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8WMR9	61.7	3.911e-177	0.4921	0.7099	0.6735
jgi-Pnejir1-2971-transcript:KTW30929	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7T3V4U2	38.4	7.827e-05	0.0436	0.7257	0.4532
jgi-Aspcanin1-274552-gm1.8868_g	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q8Z7W0	42.7	1.507e-73	0.2391	0.6426	0.5302
jgi-Aspalli1-117721-CE117720_14554	high_confidence_cazyme	high_confidence_cazyme	GH20_e49	A3LVC2	65.5	5.392e-192	0.5323	0.9063	0.7427
jgi-PenbrAgRF18_1-313714-estExt_Genewise1Plus.C_6_t30304	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A8S2B2W4	59.1	1.0120000000000001e-159	0.4494	0.8841	0.6957
jgi-Coraus1-932137-gm1.3431_g	gray_zone	gray_zone_structure_supports_non_cazyme	-	AWW45639.1	36.8	1.989e-13	0.0663	0.8932	0.5065
jgi-Aspchev1-178412-fgenesh1_kg.145_#_14_#_TRINITY_DN2845_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8P5D7	71.9	4.2430000000000005e-180	0.4974	0.7854	0.695
jgi-Echmac1-369235-fgenesh1_kg.1_#_2957_#_TRINITY_DN14671_c0_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	K8E1P7	48.1	2.5190000000000004e-78	0.2522	0.6989	0.5508
jgi-Aspscl1-547769-fgenesh1_pg.19_#_209	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8F2W220	66.0	1.3949999999999999e-238	0.6536	0.8605	0.7919
jgi-Nakwi1-2153-augustus_masked-flattened_line_16-processed-gene-0.72-mRNA-1	gray_zone	gray_zone_structure_supports_cazyme	-	Q9PA24	55.1	1.464e-99	0.2967	0.849	0.6106
jgi-Neucr_trp3_1-1008884-CE8884_7219	gray_zone	gray_zone_structure_supports_non_cazyme	-	QBA72869.1	32.9	2.473e-15	0.0707	0.8049	0.4866
jgi-Suidis1-753955-estExt_fgenesh1_pm.C_370044	gray_zone	gray_zone_ambiguous_structure	-	A0A6M7ZFE8	45.2	1.835e-75	0.2408	0.8926	0.5936
jgi-FvanT36_1-305294-fgenesh1_pm.9_#_599	high_confidence_cazyme	high_confidence_cazyme	GH3_e81	A0A060CVY6	63.5	1.4829999999999999e-177	0.5122	0.915	0.7349
jgi-Triros1-947459-fgenesh1_kg.4_#_1677_#_TRINITY_DN3850_c0_g1_i3	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A9P9K3K3	29.8	1.951e-06	0.048	0.8869	0.4957
jgi-Fusox3_1-2130361-fgenesh1_kg.1_#_6287_#_HWGSZ_transcript/13342	gray_zone	gray_zone_ambiguous_structure	-	A0A7H8QSI2	55.8	4.564e-49	0.1684	0.7992	0.534
jgi-Aurvu1-1609520-gm1.9171_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A5K1JVZ0	35.2	2.4300000000000003e-47	0.1614	0.7644	0.5218
jgi-Artesp1-474326-MIX21060_500_97	high_confidence_cazyme	high_confidence_cazyme	GT8_e176	A0A8A1M7J4	63.5	6.183e-99	0.2845	0.8944	0.6158
jgi-TrireRUTC30_1-123347-estExt_fgenesh2_kg.C_90031	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.6576	0.4144
jgi-Aspneog1_1-168616-MIX28_2_16	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A2R3MWY8	33.7	3.093e-12	0.0628	0.8772	0.5007
jgi-Fonnu1-9747-AYO20_01707T0	gray_zone	gray_zone_ambiguous_structure	-	UJR17759.1	45.1	3.789e-66	0.2112	0.9053	0.5819
jgi-Morpul1-473607-estExt_Genewise1Plus.C_1_t20138	gray_zone	gray_zone_structure_supports_cazyme	-	A0A899GD97	69.6	1.242e-184	0.5122	0.9109	0.7338
jgi-Trihyb1-733329-e_gw1.92.33.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7H8S7E3	42.0	7.643e-19	0.0838	0.8838	0.5128
jgi-Aspaurful1-48262-CE48261_43161	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q8T963	49.5	1.695e-44	0.1545	0.7953	0.5261
jgi-Daces1-444444-e_gw1.10.763.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	UFH52693.1	41.1	1.884e-18	0.0812	0.6952	0.4644
jgi-Tribre1-121593-g8288.t1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A2R3Z4S1	35.7	2.762e-13	0.0654	0.8444	0.4938
jgi-Phiatr1-487353-estExt_Genewise1Plus.C_5_t20229	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A6I6JU13	31.2	1.129e-19	0.0855	0.8251	0.499
jgi-MozyPUSTF9C_1-3505-FBU30_003550-T1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q9DWZ7	78.0	5.652000000000001e-131	0.3674	0.7639	0.6247
jgi-Ophdi1-374653-fgenesh1_kg.27_#_54_#_Locus4004v1rpkm26.76	high_confidence_non_cazyme	high_confidence_non_cazyme	-	Q5AZU6	55.5	6.0080000000000004e-55	0.1771	0.8758	0.5575
jgi-Chafun1-36378-fgenesh1_pm.21_#_90	high_confidence_cazyme	high_confidence_cazyme	GH2_e138	A0A7S9KMP8	66.4	5.717e-242	0.6771	0.9012	0.8139
jgi-Lipsta1_1-435337-fgenesh1_pm.12_#_12	gray_zone	gray_zone_ambiguous_structure	-	A0A1S9DVV1	68.9	2.188e-106	0.3133	0.8102	0.6092
jgi-Asptam1-281493-fgenesh1_kg.183_#_28_#_TRINITY_DN6132_c0_g1_i4	gray_zone	gray_zone_structure_supports_cazyme	-	WEJ95752.1	57.0	2.248e-176	0.493	0.7739	0.69
jgi-HerpoJF2053F_1-430905-e_gw1.58.62.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A2M8Z3X2	40.0	1.644e-10	0.0567	0.841	0.4886
jgi-Rhesp1-527801-fgenesh1_pm.12_#_169	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A0G9F8F7	54.9	1.0359999999999999e-45	0.1475	0.8943	0.5473
jgi-Lacbi2-666694-estExt_fgenesh1_pm.C_LG_2_t10092	gray_zone	gray_zone_ambiguous_structure	-	A0A7R8HE42	66.2	1.031e-75	0.2312	0.7904	0.5632
jgi-Bombom1-150227-CE150226_2371	gray_zone	gray_zone_structure_supports_non_cazyme	-	QUA12640.1	48.3	1.74e-15	0.0742	0.8919	0.5101
jgi-Leptod1-439897-estExt_fgenesh1_pg.C_1_t10442	gray_zone	gray_zone_ambiguous_structure	-	A0A7H8RD44	52.8	1.382e-48	0.164	0.8354	0.5409
jgi-Pilidi1-427268-fgenesh1_kg.26_#_68_#_TRINITY_DN5754_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A0G1U5W9	34.8	6.783e-12	0.0628	0.8734	0.4998
jgi-Aspnov1-458796-fgenesh1_pm.3_#_354	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7ZQI8	73.6	1.456e-129	0.3717	0.8099	0.6383
jgi-Aspkar1-224351-gm1.12102_g	gray_zone	gray_zone_ambiguous_structure	-	Q5AXQ5	63.1	1.961e-82	0.2513	0.8338	0.5841
jgi-Aspaura1-61278-CE61277_904	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.852	0.463
jgi-Myclat1-1365824-estExt_fgenesh1_pg.C_180119	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A061AK96	45.9	8.243e-21	0.0812	0.7061	0.4671
jgi-Linrh1-162754-CE162753_54020	gray_zone	gray_zone_ambiguous_structure	-	K8E6V8	48.8	2.542e-39	0.1361	0.854	0.5316
jgi-Phcitr1-280368-fgenesh1_kg.7_#_1632_#_TRINITY_DN4854_c0_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	A0A8S2ABK9	49.6	2.3089999999999998e-88	0.2688	0.8266	0.591
jgi-Triaspe1-391272-fgenesh1_kg.8_#_117_#_TRINITY_DN4_c1_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A1J0KV47	46.8	1.434e-05	0.0428	0.8224	0.477
jgi-Aspram1-874-ARAM_005758T0	gray_zone	gray_zone_structure_supports_non_cazyme	-	CAB4094899.1	60.9	1.945e-16	0.0759	0.8231	0.4937
jgi-Metro1-4786-MAA_05062T0	gray_zone	gray_zone_structure_supports_non_cazyme	-	USY56127.1	57.7	8.248e-06	0.0445	0.6696	0.4396
jgi-Sclhys1_1-1622858-fgenesh1_kg.15_#_136_#_Locus2753v1rpkm80.45	gray_zone	gray_zone_structure_supports_non_cazyme	-	QWU90274.1	69.3	2.8260000000000003e-30	0.1152	0.7545	0.4962
jgi-Lacam2-1551712-gw1.16.144.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	UDY35800.1	56.6	0.0009079	0.0384	0.7598	0.4592
jgi-Xylgra1-72349-CE72348_3188	high_confidence_cazyme	high_confidence_cazyme	AA7_e5	I1S2K2	47.8	7.144e-84	0.2565	0.8773	0.5976
jgi-Phisc1-597745-e_gw1.28.16.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A1P8Q2B7	36.8	3.119e-07	0.0489	0.8468	0.4861
jgi-Podcom1-441122-estExt_Genemark4.C_470083	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q9RM93	75.9	1.657e-126	0.356	0.8582	0.6426
jgi-Pbif18567_1-337575-fgenesh1_kg.1_#_612_#_TRINITY_DN5664_c1_g1_i8	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A249SSI7	58.5	1.299e-08	0.0524	0.8146	0.4798
jgi-Blatri1-440057-gm1.10215_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5708	0.3927
jgi-Fusoxy1-520564-estExt_Genewise1Plus.C_13_t10094	gray_zone	gray_zone_structure_supports_cazyme	-	A0A075G076	53.0	1.857e-243	0.6806	0.7892	0.7876
jgi-Morexim1-315203-CE315202_6550	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8SYW4	73.9	9.918e-304	0.8202	0.8282	0.8672
jgi-Aspca11822_1-635118-fgenesh1_kg.7_#_993_#_TRINITY_DN2413_c0_g1_i2	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8T062	50.8	7.694e-119	0.3604	0.8295	0.6376
jgi-Rhives1-12667-augustus_masked-NODE_78774_length_61783_cov_52%252E921112-abinit-gene-0.7-mRNA-1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7R8XCR5	38.1	1.78e-47	0.1658	0.5107	0.4606
jgi-Ramac1-1610608-fgenesh2_pg.2_#_84	high_confidence_non_cazyme	high_confidence_non_cazyme	-	G2R113	59.5	0.0002987	0.0375	0.723	0.4495
jgi-Fuslat1-216235-fgenesh1_pm.5_#_222	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.8573	0.4643
jgi-Sorma1-9142-transcript:CCC09172	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A2L2TGN1	57.3	8.332e-43	0.151	0.6186	0.4801
jgi-PnitS608_1-791051-estExt_Genewise1Plus.C_150417	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S2AQA3	68.3	1.114e-167	0.4651	0.8899	0.705
jgi-Aspamb1-166713-fgenesh1_kg.1_#_560_#_TRINITY_DN1107_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A1Q2MD57	36.7	0.0001898	0.041	0.8494	0.4829
jgi-Hypsu1-78642-estExt_fgenesh1_pg.C_560037	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.4695	0.3674
jgi-Aspni_13496_2-153803-CE153802_9629	gray_zone	gray_zone_ambiguous_structure	-	A0A160T0J5	58.2	2.3120000000000002e-63	0.2103	0.8711	0.5729
jgi-Psemus1-514-transcript:KXT13673	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4722	0.368
jgi-Liccor1-2394-LCOR_02304.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A1S9DVV1	65.0	1.282e-88	0.2679	0.8066	0.5856
jgi-XylFL0933-68725-CE68724_1639	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8WAU1	70.3	2.5370000000000004e-128	0.3674	0.796	0.6327
jgi-Aplpr1-293669-gm1.182_g	gray_zone	gray_zone_ambiguous_structure	-	R4YLQ1	43.5	1.579e-43	0.1483	0.9141	0.5527
jgi-Usnflo1-894335-gm1.10544_g	gray_zone	gray_zone_structure_supports_cazyme	-	QWU90274.1	52.6	2.069e-168	0.4887	0.8307	0.702
jgi-FopisF109_1-130458-CE130457_278	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S2ADH0	65.8	4.953e-142	0.4206	0.8034	0.6612
jgi-LedB17_3-126704-GENE06726.1	gray_zone	gray_zone_ambiguous_structure	-	A0A6H0XZ09	54.9	8.557e-72	0.2225	0.7871	0.558
jgi-Metma1-1902-XM_014717710.1	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q8Z011	51.9	8.632e-118	0.3508	0.6646	0.5915
jgi-Aspoer1-327329-CE327328_12185	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8T062	44.6	5.233e-112	0.3421	0.8129	0.6242
jgi-Tri5640_1-262163-CE262162_2400	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A1J1JCP2	55.7	2.819e-11	0.0593	0.6926	0.4528
jgi-Aspfuni1-175010-fgenesh1_kg.2_#_1537_#_TRINITY_DN5045_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	C8XGF5	33.3	2.869e-05	0.0428	0.8965	0.4955
jgi-Suiame1-692671-CE692670_14547	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8NSE9	66.9	3.5090000000000003e-109	0.3115	0.8392	0.6156
jgi-Triag1-111446-CE111445_73249	high_confidence_cazyme	high_confidence_cazyme	CBM21_e9	-	0.0		0.0	0.4613	0.3653
jgi-Artele1122_1-478245-e_gw1.18.392.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A2H1FHD4	62.5	5.128e-46	0.1588	0.8421	0.5399
jgi-Phypa1-627755-MIX10795_4380_85	high_confidence_cazyme	high_confidence_cazyme	GH36_e13	A0A2T3Z764	60.1	4.8169999999999994e-266	0.7312	0.8857	0.837
jgi-Coler1-232490-CE232489_38704	high_confidence_cazyme	high_confidence_cazyme	GH13_22|GT5_e25	-	0.0		0.0	0.4253	0.3563
jgi-Frisi1-1453-B0A55_03703	high_confidence_cazyme	high_confidence_cazyme	GH1_e82	Q9FIU7	67.6	2.9020000000000002e-192	0.5349	0.8913	0.7403
jgi-Caecom1-621614-estExt_Genemark1.C_730028	high_confidence_cazyme	high_confidence_cazyme	GT34_e15	A0A9Q8LDW3	61.7	3.021e-68	0.2138	0.8013	0.5572
jgi-Colgl1-1128-transcript:EQB55108	high_confidence_cazyme	high_confidence_cazyme	GH43_5	A0A9W4GZS0	75.3	9.458e-143	0.3944	0.7455	0.6336
jgi-Antcit1-261805-CE261804_10320	high_confidence_cazyme	high_confidence_cazyme	GH37_e4	A0A077W9L6	60.8	2.285e-153	0.4407	0.834	0.6788
jgi-Gloac1-1304994-e_gw1.2.262.1	high_confidence_cazyme	high_confidence_cazyme	AA3_2	UPL02288.1	70.7	1.67e-243	0.6632	0.8363	0.7907
jgi-Persub1-3015580-MIX86376_4745_45	high_confidence_non_cazyme	high_confidence_non_cazyme	-	QDX22550.1	66.6	3.25e-05	0.0445	0.6117	0.4252
